LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity,Similarity
C(C(=O)N)=C(C)C1=CC=CC=C1N2CCCC(C3=CC(C(=O)C(C(C(N))))=CC=C3)=C2,1.7110360651376202e-09,O=C(N)c1c2c(N(C(=O)CCCC(=O)c3ccccc3)CCC2)ccc1,1.642426636793946e-08,0.387,0.3972602739726027
O=C(CC1=CC=CC(N)=N1)C(C)C2=CC=CC=C2CC3=CC=CC(C(=O)C)=C3,1.7110360651376202e-09,O=C(NCc1nc(N)ccc1)c2cc(ccc2)Cc3ccccc3,2.26337724959514e-08,0.459,0.45901639344262296
NC1=NC=C(N)C=C1CC2=C(C(=O)O)C=CC=C2CCCC3=CCCC=C3,1.7401601321117e-09,O=C(N1CC=CC1)c2c(cccc2)CN3N=NC(c4ncc(N)cc4)=C3,1.1635147152901845e-07,0.256,0.25925925925925924
O=C(CCC1=CC=CC(=C(N))C(=N)1)CCC(=O)NC(=O)C2=CC=CC=C2,1.7401601321117e-09,O=C(NNC(=O)CCc1c(N)cccc1)c2ccccc2,8.968256792757364e-07,0.426,0.3114754098360656
O=C(CC1=CC(C(=O)(N))=CC=C1)N2CC=CC(C3=CC(C(=O)O)=CC=C(C(=C)C)3)=C(C(=O)O)2,1.7401601321117e-09,O=C(N1CCN(C(=O)Cc2cc(ccc2)C(=O)N)CC1)c3c(cccc3)C(=O)C,1.9118615434800558e-08,0.423,0.4142857142857143
CC1=C(C(=O)N)C=CC=C1CCCC(=O)C=CC2=CC3=CC=C(N)[NH1]C3=C2,1.7401601321117e-09,O=C(NCCCCNC(=O)C=Cc1cc2c(NC=C2)cc1)c3c(c(ccc3)C(=O)N)C,1.5095090651174104e-08,0.408,0.3375
C(=O)(CC1=CC=CC(C(=O)C(C(=O)N))=C1)N2CC(=O)C(=N)C(C3=CC=CC=C3)=C2,1.7401601321117e-09,O=C(N)c1cc(ccc1)CC(=O)N2CC(c3ccccc3)=CCC2,3.281089411501842e-08,0.418,0.417910447761194
NC(N)=CC(=C(=O))CC1=CC=CC=C1CCC(=O)NC(=O)C2CCCC2,1.7401601321117e-09,O=C(OCC(=O)NC(=O)C1CCCCC1)CCc2c(cccc2)C(=O)N,7.012459310633414e-08,0.484,0.4918032786885246
O=C(NC1=CC=CC=C1)NC(=O)CCC=CCCC2=CC=CC3=C2CC(=N)C(=O)C3,1.7401601321117e-09,O=C(Nc1ccccc1)NC(=O)CC[NH+]2Cc3c(cccc3)C2,1.203460892404676e-07,0.426,0.43333333333333335
CC1=CC=CC=C1CNC(=O)CC=C2C=CC(C(=O)O)=C2CCCCC(=O)(N),1.7401601321117e-09,O=C(NCC=CCNC(=O)CCCCC(=O)N)CCc1c(cccc1)C,7.759802350413329e-08,0.46,0.45901639344262296
O=C(CC1=CC=CC(C(=O)N)=C1)N(C(=O)C(N))C(=O)CC=CC2=CC=CC(N)=N2,1.7401601321117e-09,O=C(N(CCN(C(=O)Cc1cc(ccc1)C(=O)N)C)C)c2nc(N)ccc2,1.2750734910182224e-08,0.477,0.5079365079365079
C(N)(=O)C1=CC(C(C(=O)(N)))=CC=C1CC(=O)CC=CC2=CC3=CC=CC=C3[NH1]2,1.76977992871671e-09,O=C(N)Cc1ccc(cc1)C=2Nc3c(cccc3)C2,4.2676205429835293e-07,0.456,0.4642857142857143
O=C(CC1=CC(C(=O)N)=CC=C1)N2CC=CC(C3=CC=CC(C(=O)N(C))=C(N)3)=C2,1.76977992871671e-09,O=C(NC)c1ccc(cc1)CC(=O)N2CCN(C(=O)Cc3cc(ccc3)C(=O)N)CC2,2.6536307200884198e-09,0.516,0.49230769230769234
CN(CC1=CC=CC=C1N)C(=O)C=CC2=CC=CC(C(=C(C(=O)N))N)=C2,1.76977992871671e-09,O=C(N(Cc1c(N)cccc1)C)C=Cc2cc(ccc2)C,1.898206059494335e-07,0.692,0.6923076923076923
CC(=O)C1=C(N)C=CC=C1CC(=O)NC2=CC=CC=C2C=CC3=CC=CC(=N)3,1.76977992871671e-09,FC(F)(F)C=Cc1c(NC(=O)Cc2c(N)cccc2)cccc1,2.751721483358364e-07,0.476,0.47619047619047616
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(C(=O)C(C))C3=CC=CC=C3,1.76977992871671e-09,O=C(NCc1c(ccc(N)c1)C)C(c2ccccc2)CCc3ccccc3,1.1329868277338134e-08,0.45,0.4745762711864407
O=C(NCCC(C(=O)N)C(=O)CC1=CC=CC(C(=O)N)=C1F)CC2=CC=CC=C2,1.76977992871671e-09,Fc1c(cccc1C(=O)N)C(=O)NCCNC(=O)Cc2ccccc2,1.400884853987751e-07,0.604,0.6037735849056604
O=C(CC1=CC=CC=C(C(=C)N)1)N2CCC(=O)C(C3=CC=CC(N)=C3)=C2,1.76977992871671e-09,O=C(N)c1c(cccc1)CC(=O)N2C3=NC(c4cc(N)ccc4)=CN3CCC2,1.0412969741292451e-08,0.431,0.43661971830985913
O=C(CC1=CC=C(C(=O)C(C(C(N))))C=C1)C2CCC(C3=CC=CC=C(N)3)=CC2,1.76977992871671e-09,O=C(OCCCC(=O)c1ccccc1)C2CC=C(CC2)C,6.186527048637454e-07,0.368,0.3787878787878788
O=C(NCC1=CC=CC=C1)C(=O)CCC(C(N))CC=CC2=CC(C(=O)N)=CC=C2,1.7999038929179902e-09,O=C(N)c1cc(ccc1)CNC(=O)C(=O)NCc2ccccc2,4.756408914243168e-08,0.5,0.509090909090909
O=C(C1=CC=CC=C1)NCCCC2=CCCC3=C2C=C(C(=O)N)C(=N)3,1.7999038929179902e-09,O=C(NCCCCNC(=O)c1ccccc1)c2ccc(cc2)C(=O)N,2.0307831856022635e-07,0.453,0.4528301886792453
CC(C(N)(N))(C)C1=CC=CC=C1NC(=O)CCC(C(=O)C)CCC2=CC=CC=C2,1.7999038929179902e-09,O=C(Nc1c(cccc1)C(C)(C)C)C([NH3+])CCc2ccccc2,1.6034035719839377e-07,0.527,0.5
CCC1=CC=CC(C(=O)N)=C1CCNC2=NC=CC=C2C=CC3=CC=CC3,1.7999038929179902e-09,O=C(NCCNC(=O)c1c(nccc1)NC)c2c(cccc2CC)CC,3.226175690629193e-08,0.361,0.35714285714285715
CC1=CC=C(C(=O)C(=O)(N))C=C1CCC(=O)C=C2C=CC3=CC=CC=C3C2=C,1.83054060630604e-09,O=C(N)c1cc(c2c(cccc2)CCC(=O)N)c(cc1)C,1.96337590604281e-07,0.381,0.34375
O=C(CCC(=O)CC1=CC=CC(C(=C(N))N)=C1C)CCCCC2=CC=CC=C2,1.83054060630604e-09,O=C(N)c1c(c(NC(=O)CCCCc2ccccc2)ccc1)C,2.0653497658821166e-07,0.466,0.46551724137931033
CCC(N)(N)C=C(N)C1=CC=CC=C1NC(=O)CC2=CC=C(C)C=C2CC,1.83054060630604e-09,O=C(N)c1c(NC(=O)Cc2c(cc(cc2)C)C)cccc1,1.5242376825949801e-07,0.544,0.5740740740740741
CCC1=CC=CC(C(=O)N)=C1CC=CCC(=O)CC2=C(N)C3=CC=CC=C3S2,1.83054060630604e-09,S1c2c(cccc2)C(=C1CC(=O)NCC=CCNC(=O)c3c(N)c(ccc3)CC)C,6.067544618567995e-09,0.458,0.4507042253521127
C(C(=O)N)=C(CCC1=CC=CC=C(C(=C)N)1)CCC=CC2=CC=CC=C2F,1.83054060630604e-09,Fc1c(cccc1)C=CC(=O)NCC=CCNC(=O)CCc2c(cccc2)C(=O)N,1.4109626643465221e-08,0.462,0.46153846153846156
C=CC1=C(N)C=C(C(=O)N)C=C1CC(=C)C2=CC3=CC=C(C(=O)O)C=C3N2,1.83054060630604e-09,[O-]C(=O)C=1Nc2c(ccc(c3ccc(cc3)C(=O)N)c2)C1,7.448648416157136e-07,0.441,0.3770491803278688
ClC1=CC=CC=C1CCCCC=C2C(C(=O)N)=C(N)C(N)=C2C(=O)CCCC,1.83054060630604e-09,Clc1c(cccc1)CCCC(=O)NCC=CCNC(=O)CCCC,1.3094298482212224e-07,0.458,0.4576271186440678
O=C(NC(=O)C1CCCC1)NCC2CC3=C(C(=O)N)C=CC=C3CC2,1.83054060630604e-09,O=C(NNC(=O)C1CCCC1)NCC2Cc3c(cccc3)CC2,4.226382781160167e-08,0.554,0.5636363636363636
CC(CC1=CC(C(=O)N)=CC=C1)N2CCCC(C3=CC=C(C(=O)C)C=C3)=C(N)2,1.83054060630604e-09,O=C(N)c1cc(ccc1)CC(=O)N2CCN(C(=O)Cc3ccc(cc3)C(=O)C)CCC2,4.3714843711196514e-08,0.476,0.4838709677419355
CN(C(=O)C=CC=CC=C(C(N))C1=CC=CC=C1)CCC2CC3=CC=CC=C3C2,1.83054060630604e-09,O=C(N(CCN(C(=O)C1Cc2c(cccc2)C1)C)C)C=CC=Cc3ccccc3,1.2537333137184442e-08,0.475,0.47540983606557374
NC1=CC=CC=C1C(=O)NC(=O)CCC2=CC(=O)CC(C)=C2C(C(=O)N),1.83054060630604e-09,O=C(NCc1ccc(cc1)CC(=O)N)c2c(N)cccc2,4.802818259561917e-07,0.39,0.39655172413793105
O=C(NCC1=CC=CC=C1)CCC2CC(=O)CC3=CC=C(C(=O)C(N))C=C23,1.83054060630604e-09,O=C(NCCC(=O)NCc1ccccc1)c2cc3c(cc2)CCCC3C[NH3+],5.5765130688645855e-09,0.5,0.463768115942029
C=C(C(N)(N)C1=CC=CC=C1)NCCCC2=CC=CC3=C2CCCC3,1.83054060630604e-09,O=C(NCc1c2c(ccc1)CCCC2)C([NH3+])(c3ccccc3)C,2.1156155125584927e-08,0.509,0.4576271186440678
NC(CC1=CC=CC(C(C(C(N))))=C1C)=CCC(=O)CC2=CC=CC(C(=O)N)=C2,1.83054060630604e-09,O=C(N)c1cc(ccc1)CC(=O)NCCc2c(c(ccc2)C)C,9.501917818235033e-08,0.468,0.47540983606557374
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)C(=C)C=CC=CC2=CC=CC=C2F,1.86169879654122e-09,Fc1c(cccc1)C=CC(=O)NCCNC(=O)Cc2cc(ccc2)C(=O)N,4.298321332126153e-08,0.54,0.5396825396825397
O=C(NC1=CC=CC=C1)CCC=CC2=C(C(=C(N))O)C=CC=C2CCC(=O)CC,1.86169879654122e-09,O=C(N)c1c(cccc1)CCC(=O)NCC=CCNC(=O)CCCCCC(=O)Nc2ccccc2,3.5102517843139754e-08,0.406,0.4603174603174603
O=C(CCC1=CC=C(C(C(N)))C=C1)CC(C(=O)C)CC=CC2=CC(C(=O)N)=CC=C2,1.86169879654122e-09,O=C(N)c1cc(ccc1)C[NH+](CC(=O)CCc2ccccc2)C,9.18652303100925e-08,0.385,0.390625
O=C(CCC(=O)C(=C)C1=CC(C(=O)N)=CC=C1)CCC2(C(=O)O)CC3=CC=CC=C3C2,1.86169879654122e-09,[O-]C(=O)C1(C[NH2+]Cc2cc(ccc2)C(=O)N)Cc3c(cccc3)C1,4.5985306199700256e-08,0.508,0.4426229508196721
CC(N)C1=CC=CC(C(=O)N)=C1CCNC(=O)CC2=CC3=CC=CC=C3S2,1.86169879654122e-09,S1c2c(cccc2)C=C1CC(=O)NCCNC(=O)c3c(c(ccc3)C(=O)N)C,2.0453924147377183e-08,0.613,0.6229508196721312
O=C(CNC1CCCC1)NCC2CC3=C(C(=O)C(N))C=CC=C3CC2,1.86169879654122e-09,O=C(NCC1Cc2c(cccc2)CC1)NCCC[NH2+]C3CCCCC3,2.915464175229528e-08,0.455,0.35714285714285715
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2C3C(=O)C=CC(N)=C3,1.86169879654122e-09,[O-]C(=O)Cc1c(cccc1)CNC(=O)Cc2ccccc2,3.0968119242070426e-07,0.48,0.48
NC1=CC=C(N)C=C1CC2=CC=C(C(N))C=C2CC=CC3=CC=CC(=O)N3,1.86169879654122e-09,O=C(NCC=CCNC(=O)C=1NC(=O)C=CC1)c2c(cc(N)cc2)CC,2.915464175229528e-08,0.319,0.3382352941176471
O=C(NCC1=CC=CC=C1)CCC2CC(=O)CC3=CC(C(=O)O)=C(C(=O)C)C=C23,1.86169879654122e-09,O=C1Nc2c(cccc2)CC1CCC(=O)NCC(=O)NCc3ccccc3,1.9118615434800558e-08,0.448,0.46875
CC(C)(N)C1=CC=CC=C1CC(=O)NCC(=O)C2=CC3=CC=CC=C3C(=N)2,1.89338733984006e-09,O=C1OC(C(=O)NCC(CNC(=O)Cc2c(cccc2)C)(C)C)=Cc3c1cccc3,2.504593513241216e-08,0.377,0.2631578947368421
O=C(C1=C(C(=O)N)C=CC(C(O)O)=C1)NC2=CC=CC=C2C=C3C=CC(C)C=C3,1.89338733984006e-09,O=C(Nc1c(cccc1)C=C)NC(c2cc(c(O)cc2)C(=O)N)C,1.016556387001877e-07,0.4,0.42424242424242425
C=C(CC1=CC=CC=C1N)C2=C(C(=O)N)CC(C3=CC(C(=O)N)=CC=C3)=C2,1.89338733984006e-09,O=C(N)c1cc(NC(=O)CNC(=O)Cc2c(N)cccc2)ccc1,9.828140844988805e-08,0.433,0.4426229508196721
CC1=C(C(=O)N)C=CC=C1CC(=O)C=C(C)C(=O)CCCC2=CC(C(N))=CC=C2C,1.89338733984006e-09,O=C(N)c1c(c(NC(=O)CCCc2c(ccc(c2)C)C)ccc1)C,1.2659662699976492e-07,0.441,0.44776119402985076
O=C(CC1=CC=CC=C1)NCCCC(C)=C2C=CC=C2CC(=C(C(=O)N))C,1.89338733984006e-09,O=C(NCCCCNC(=O)CCNC(=O)Cc1ccccc1)C=C(CC)C,1.866436868034807e-07,0.468,0.46774193548387094
O=C(NCC1=CC=C(N)C=C1)CCC2=CCC3=CC=CC(C(=C)N)=C3S2,1.89338733984006e-09,O=C(N)c1c(cccc1)CCC(=O)NCc2ccc(N)cc2,5.263316539506193e-08,0.492,0.4915254237288136
O=C(C(=N)C1=CC=CC=C1)NC(=O)CCC(C2=CC(C(=O)N)=CC=C2)C,1.89338733984006e-09,O=C(NCCNC(=O)CCC(c1ccccc1)C)C(=O)c2ccccc2,7.253213413653791e-08,0.473,0.4727272727272727
C(=O)(CC1=CC=CC=N1)CCCCC2=C(C(=O)O)C=CC3=C2CC(C(=O)N)=CC3,1.89338733984006e-09,O=C(N)c1c2c(ccc1)CN(C(=O)Cc3ncccc3)CC2,1.576568321506011e-07,0.347,0.3561643835616438
NC(=O)C(CC1=CC(C(=O)N)=CC=C1)CCCCCC(N)C2=CC=CC=C2,1.89338733984006e-09,O=C(N)c1cc(ccc1)CNC(=O)CCC([NH3+])c2ccccc2,4.4458927405249594e-08,0.574,0.4482758620689655
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2CC3(C)CCC=C(N)3,1.9256152635039203e-09,O=C(NCCNC(=O)CC1(CC1)C)Cc2ccccc2,6.845847513170984e-07,0.453,0.4528301886792453
O=C(CC1=CC=CC=C1)NCCCC2=C(C(=O)O)C=CC3=C2CC(=O)CC(N)3,1.9256152635039203e-09,O=C(NCCNC(=O)Cc1ccccc1)C2CC(=O)CC(=O)C2,4.565685583961553e-07,0.459,0.4745762711864407
O=C(CCC1=CC=CC(N)=C1)NC2CCC(=N)C3=CC=C(C(=O)N)C=C23,1.9256152635039203e-09,O=C(NC1c2c(cccc2)CC1)CCc3cc(N)ccc3,1.0338595034593205e-07,0.61,0.6101694915254238
O=C(CC1=CC(C(=O)C)=CC=C1)N2CC=CC(C3=CC=CC(C(=O)N)=C3)C2,1.9256152635039203e-09,O=C(N1CC(C2CN(C(=O)Cc3cc(ccc3)C(=O)N)C2)C1)c4cc(ccc4)C(=O)C,1.546246958875802e-09,0.603,0.603448275862069
NC(C(=O)(N))C(C)C1=CC=CC=C1NCCC2=CC=CC3=CC=CC=C32,1.9256152635039203e-09,N(c1c(cccc1)C(C)C)CCCc2c3c(ccc2)cccc3,5.0886125869110914e-08,0.558,0.5686274509803921
CC(CC1=CC(C(=O)N)=CC=C1)=CC(=C(C(=O)N))C=CC2=CC=CC(F)=C(C)2,1.9256152635039203e-09,Fc1c(cccc1)C=CC(=O)N(CCN(C(=O)Cc2cc(ccc2)C(=O)N)C)C,6.714184697087197e-09,0.5,0.5
CC(N)(C)C1=CC=CC=C1NCC(=C(=C(=C)))CC2=CC=C(C(=O)N)C=C2,1.9256152635039203e-09,FC(F)(c1c(NCc2ccc(cc2)C(=O)N)cccc1)C,7.448648416157136e-07,0.5,0.5
O=C(CCC(C(=O)C(C(=O)N))CCCC1=CC=CC=C1)NC(=O)CC2=CC=CC=C2,1.9256152635039203e-09,O=C(OCC(=O)NC(=O)Cc1ccccc1)C(CCCc2ccccc2)C,4.5985306199700256e-08,0.5,0.5094339622641509
O=C(CC1=CC=C(C(=O)O)CC1)CSC2=CC=C(C3=CC(C(=O)N)=CC=C3C)C=C2,1.95839174849055e-09,O=C(NCCNC(=O)C1=CCC1)c2cc(c3ccccc3)c(cc2)C,5.263316539506193e-08,0.324,0.34782608695652173
CC1=CC=CC=C1CCNC(=O)CC2=CC3=CC=C(C(=C(N))C(=O)(C(N)))C=C3C2,1.95839174849055e-09,O=C(OCC(=O)NCCc1c(cccc1)C)CC2=Cc3c(cccc3)C2,1.1635147152901845e-07,0.522,0.5373134328358209
O=C(CC1=CC=NC=C1)NCCCC2=C(C(=O)O)C=CC3=C2C=C(C(=O)N)CC3,1.95839174849055e-09,O=C(NCCCCNC(=O)CCc1ccncc1)Cc2cc3c(cc2)CCC3,4.155648224664381e-08,0.42,0.4264705882352941
C(C(=O)O)=C(CCC1=CC=C(C(=O)N)C=C1)NCC=C2C=CC3=CC=CC=C3C(=O)2,1.95839174849055e-09,O=C1OC(C(=O)NCC=CCNC(=O)CCc2ccc(cc2)C(=O)N)=Cc3c1cccc3,1.1718849111824172e-08,0.419,0.36486486486486486
CC(C(=O)N)=CCC(=O)NC(C)C1=CC=CC=C1CCCC2=CC=CC=C2,1.95839174849055e-09,O=C(NC(c1c(cccc1)CC)C)NCCCc2ccccc2,2.994020218722163e-07,0.483,0.49122807017543857
O=C(CC1=CC=CC=C1)NCC=CC2=CC=CC(=C2)CC(=N)CC(N)C,1.95839174849055e-09,O=C(NCC=CCNC(=O)CCNC(=O)Cc1ccccc1)Cc2cc(OC(C)C)ccc2,5.0034473822546355e-08,0.469,0.4838709677419355
C=C(CCC(=O)NCC1=CC=CC=C1F)CC2CCC3=CC=CC(C(=O)N)=C3C2,1.95839174849055e-09,Fc1c(cccc1)CNC(=O)CC2Cc3c(cccc3)CC2,6.024207140153832e-08,0.574,0.5737704918032787
O=C(C(N)C1=CC=CC=C1)NCC2=CC=CC=C2CCCCC3CCCCC3,1.95839174849055e-09,O=C(NCCCC1CCCCC1)C(c2ccccc2)c3ccccc3,2.8666697152640347e-08,0.528,0.5283018867924528
C=C(N)C1=CC=CC=C1CC(=O)NCC(=C(=N))C2=CC3=CC=CC=C3S2,1.95839174849055e-09,S1c2c(cccc2)C=C1C(=O)CNC(=O)Cc3c(cccc3)C(=O)N,8.083954182461677e-09,0.625,0.631578947368421
C(CC)=C(CNC1=CC=CC=C1Cl)C(=O)NC(=O)C(N)=CC2=CC=CC=C2,1.9917261320296403e-09,Clc1c(NCC(=O)NCCNC(=O)C(=Cc2ccccc2)CC)cccc1,6.126747008126378e-08,0.534,0.5254237288135594
O=C(NC(=O)C1=CC=CC=C1)NCCC(CN)CC=CC2=CC=CC(C(=O)N)=C2,1.9917261320296403e-09,O=C(NC(CCNC(=O)C(CC=Cc1ccccc1)C)C)c2ccccc2,5.5366827866102494e-08,0.424,0.4307692307692308
O=C(CC1=CC=CC=C1)NCC=C(C(CO)C)CCC2=CC(C(=O)N)=CC=C2,1.9917261320296403e-09,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCc2ccccc2,2.72513176339802e-08,0.586,0.6181818181818182
C(=N)=C(CCC1=CC=CC(C(=O)N)=C1Cl)CCC(=O)CCCC2=CC=CC=C2F,1.9917261320296403e-09,Fc1c(cccc1)CCCNC(=O)CCc2c(cccc2)C(=O)N,4.5985306199700256e-08,0.467,0.4915254237288136
CC1=CC=C(CCC(=O)C=C(C(=O)(C))CC2=CC=CC(C(=C)N)=C2Cl)C=C1Cl,2.02562791028267e-09,Clc1c(cccc1COC(=O)CCc2cc(Cl)c(cc2)C)C(=O)OC,2.0653497658821166e-07,0.471,0.47058823529411764
CC1=C(N)C(N)=C(C(=O)N)N=C1CC=C(C)C(=O)NC2=CC=CC(C)=C2,2.02562791028267e-09,O=C(Nc1cc(ccc1)C)C(=O)NC=2C(=NNC2C)C(=O)N,1.1552043035786423e-06,0.459,0.45901639344262296
O=C(CCC1=CC=CC(C(=C)N)=C1F)C(N)CCCCC(=O)NC2=CC=CC=C2,2.02562791028267e-09,Fc1c(F)cccc1CCC(=O)Nc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3)ccc2,2.6346771447493833e-08,0.508,0.5166666666666667
O=C(CC1=CCCC=C1)CCC2=CC=CC=C2C(=N)C=CC3=CC(C(=O)O)=CC=C3,2.02562791028267e-09,Clc1cc(ccc1)C=CC(=O)NCc2c(cccc2)CCC([O-])=O,5.9233834234292066e-08,0.329,0.2987012987012987
CC(CC1=CC(C(=O)N)=CC=C1)N2CCCC(C3=CC=C(C(=O)N)C=C3)C2,2.02562791028267e-09,O=C(NCC(CNC(=O)Cc1cc(ccc1)C(=O)N)C)c2ccc(cc2)C3CCC3,6.491322439757576e-09,0.5,0.5
O=C(CC1=CC(C(=O)N)=CC=C1)CC(N)C=CC2=CC=CC(=C2)CCC,2.02562791028267e-09,O=C(N)c1cc(ccc1)CC(=O)Nc2cc(ccc2)CCC,9.663652860855617e-08,0.5,0.5087719298245614
CC1=C(C(=O)O)C=CC=C1CCC(=N)CCC=CC2=CC3=CC=CC=C3C2,2.02562791028267e-09,O=C(NCC=CCNC(=O)C1=Cc2c(cccc2)C1)c3c(c(ccc3)CO)C,8.795774723528521e-09,0.403,0.4264705882352941
CC1=CC=CC=C1C(=O)C2=CN=C(N)C=C2C=CC(N)CC3=CC=CC=C3,2.02562791028267e-09,O=C(NNC(=O)C([NH3+])Cc1ccccc1)c2c(cccc2)C,1.043947101807607e-06,0.393,0.3548387096774194
CC=CC=CC1=CC=CC(C(=O)N)=C1NC(=O)N=CCC2=CC=C(C)C=C2,2.02562791028267e-09,O=C(N)c1c(NCCc2ccc(cc2)C)c(ccc1)C,3.313103734547974e-07,0.41,0.4098360655737705
CN(CC1=CC=C(N)C(C(=O)N)=C1)C(C)C2=CC=CC=C2NC3=NC=CC=C3,2.02562791028267e-09,O=C(Nc1ccc(Nc2ncccc2)cc1)C([NH+](Cc3ccccc3)C)C,7.012459310633414e-08,0.426,0.3472222222222222
O=C(CC1=CC=CC=C1)NCCC(CC2=C(N)C(C(N)))=CC=C(N)2,2.02562791028267e-09,O=C(NCCNC(=O)Cc1ccccc1)Cc2ccc(cc2)CC[NH3+],3.1190900459242615e-08,0.481,0.43137254901960786
O=C(C(=O)NC1=CC=CC=C1)NCC2C(=O)CC3=CC=CC(C(=O)N)=C3C2,2.02562791028267e-09,O=C(Nc1ccccc1)C(=O)NCC2Cc3c(cccc3)C2,1.2659662699976492e-07,0.519,0.5490196078431373
CC(N)(C)C1=CC=CC=C1NC=C(C)CC2=CC=C(C(=O)N)C=C2C(=O)CC,2.02562791028267e-09,Fc1c(ccc(c1)C(=O)N)CNc2c(cccc2)C(C)(C)C,2.615858945450191e-07,0.415,0.421875
CC(CC1=CC=C(C(=O)C(C(N)))C=C1C)C(=O)CCC2=CC=C(C(=O)C)C(C)=C2,2.02562791028267e-09,O=C(NCCNC(=O)C(Cc1c(cccc1)C)C)c2cc(c(cc2)C(=O)C)C,7.131820520357163e-08,0.424,0.4603174603174603
C(=O)(N)C(CC1=CC=C(C(=O)O)C=C1C)CCC2=CC3=C(C(=O)N)C=CC=C3S2,2.02562791028267e-09,[O-]C(=O)c1cc(c(cc1)CNC(=O)c2c(c(ccc2)C(=O)N)C)C,1.96337590604281e-07,0.446,0.37681159420289856
C=C(N)C1=CC=CC=C1CCC(=C(C(N)))CCC2=CC3=CC=CC=C3N2,2.06010674104821e-09,O=C(N)c1c(cccc1)CCC(=O)NCCNC(=O)CCC=2Nc3c(cccc3)C2,3.0668876159758165e-08,0.525,0.5535714285714286
CC(N)(C)C1=CC=CC=C1NCC=CC(=O)CC=CC2=CC=CC(C(=O)N)=C2,2.06010674104821e-09,O=C(N)c1cc(ccc1)CNc2c(cccc2)C(C)(C)C,1.576568321506011e-07,0.459,0.45901639344262296
O=C(CC1=CC=C(N)C=C1)NCC2=CC=CC=C2C3=C(N)CNC(O)=C3,2.06010674104821e-09,O=C(NCc1c(c2ccccc2)cccc1)Cc3ccc(N)cc3,1.3873481875084242e-08,0.596,0.6078431372549019
CC(=C(C(=O)C))CC1=CC=CC=C1CCC(=O)C2=NC3=CC=CC=C3C(=N)2,2.06010674104821e-09,O=C(OCC(=O)c1ccccc1)C=C(Cc2c(OC)cccc2)C,4.6433995114696347e-07,0.313,0.3125
CC(=O)C1=CC=CC=C1CC=CC2=C(C(=O)O)C=CC=C2C=CC3=CC=C(N)N3,2.06010674104821e-09,O=C(NCC=CCNC(=O)C=1Nc2c(c(ccc2)CC)C1)c3c(cccc3)C(=O)C,7.131820520357163e-08,0.293,0.3013698630136986
O=C(CC1CCC(C(C(=O)N))CC1)CC2CCC3=CC=C(C(=O)O)C=C3C2,2.06010674104821e-09,O=C(N1CCC(CC(=O)N)CC1)c2cc3c(cc2)CC3,3.0968119242070426e-07,0.5,0.5098039215686274
CN(CC1=CC=CC(C(=O)N)=C1C)C(=C)C=CC2=CC(C(=O)C(N))=CC=C2F,2.09517244651316e-09,Brc1cc(c(F)cc1)C=CC(=O)N(CCN(C(=O)c2c(c(ccc2)C(=O)N)C)C)C,2.3410842758158432e-08,0.472,0.4722222222222222
C=C(CCCC(=C)CC1=CC=CC(C(=O)N)=C1)C2(C)CC3=CC=CC=C3C2,2.09517244651316e-09,O=C(N)c1cc(ccc1)CC(=O)NCCCCNC(=O)C2(Cc3c(cccc3)C2)C,1.4594043073710918e-08,0.576,0.576271186440678
O=C(NCC1=CC=CC=C1)CCN2C(C(=O)O)=CC3=CC=CC(C(=O)C(N))=C3[NH1]2,2.09517244651316e-09,[O-]C(=O)c1c(O)c(ccc1)C(=O)NCCC(=O)NCc2ccccc2,2.2854615275150829e-07,0.409,0.36923076923076925
CCC1=CC(C(=O)O)=C(C(=O)N)C=C1CCC(=O)NC(=O)CC2=CC=C(C)CC2,2.09517244651316e-09,O=C(N)c1c(cccc1)CCC(=O)NCCNC(=O)CC2=CCCC2,3.5700008510608346e-08,0.324,0.3333333333333333
CC(=O)C(C(N)(N)C1=CC=CC=N1)NC(=O)CCC2=CC=CC3=C2C=CC=C3,2.09517244651316e-09,O=C(NC(c1ncccc1)(C)C)CCc2c3c(ccc2)cccc3,2.2254963963401058e-08,0.625,0.625
CC1=CC=C(C(=O)N)C=C1CNC(=O)NC=C2C=CC3=CC=C(C(=O)O)C=C3[NH1]2,2.09517244651316e-09,O=C(NCC=CCNC(=O)c1cc2NC(=O)C(=O)Nc2cc1)c3c(ccc(c3)C(=O)N)C,6.067544618567995e-09,0.351,0.3150684931506849
CCC1=CC=CC=C1NCC(C(=O)C(C(C)(C)))NCC(=O)NC2=NC(C)=CC=C2,2.09517244651316e-09,O=C(Nc1c(cccc1)CC)CC([NH2+]CCNc2nc(ccc2)C)C,3.36949708418157e-07,0.552,0.5303030303030303
C(C(=O)C)=C(CC1=CC=CC(C(=O)N)=C1)CSC=CC2=CC=CC(N)=C2,2.09517244651316e-09,O=C(N)c1cc(ccc1)CN(C(=O)C=Cc2cc(N)ccc2)C,7.502233167218944e-08,0.508,0.5166666666666667
