LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity
O=C(CCC1=CC=CC=C1)NCC2C=CC3=CC=CC(C(=O)N)=C3C2,2.56554941772945E-09,O=C(N)c1c(cccc1)CCC(=O)NCC2C(CNC(=O)CCc3ccccc3)C2,1.977500214680861e-08,0.544
C(N)C1=CCCC=C1NCCCC=CC2=CC=CC3=C2C=C(C(=O)N)C=C3,2.56554941772945E-09,O=C(N)c1ccc(cc1)CC(=O)NCCCCNC(=O)C=Cc2c3c(ccc2)cccc3,1.0238693809699677e-08,0.355
CC(C)(N)C1=CC=CC=C1NC(=C)C2=CC3=C(C(=O)N)C=CC(C)=C3[NH1]2,2.56554941772945E-09,O=C(Nc1c(cccc1)C(C)(C)C)C=2Nc3c(c(ccc3C)C)C2,3.5102517843139754e-08,0.525
O=C(NCC1=CC=CC(O)=C1)NCC2CC(=O)CC3=CC=C(C(=O)N)C=C23,2.56554941772945E-09,O=C(NCc1cc(O)ccc1)NCc2cc(ccc2)C(=O)N,1.016556387001877e-07,0.582
O=C(CC1=CC(C(=O)N)=CC=C1)C2CCCC(C3=C(N)C=CC=C3)C2,2.60921841722608E-09,O=C(N)c1cc(ccc1)CC(=O)Nc2c(cccc2)C3CCC3,4.598530619970025e-08,0.561
O=C(NC(=O)CC=CC1=CC=CC(C(=O)C)=C1)NC(=O)CC2=CC3=CC=C(C(=O)O)C=C3C2,2.60921841722608E-09,O=C(Nc1cc(NC(=O)CC=Cc2ccccc2)ccc1)CC3=Cc4c(cccc4)C3,1.4699031001909247e-09,0.465
C(CN)=C(CC1=CC=CC(C(=O)N)=C1F)C(=O)CC2=CC3=CC=CC=C3[NH1]2,2.60921841722608E-09,Fc1c(cccc1C(=O)N)C(=O)NCC=2Nc3c(cccc3)C2,1.2239453674810362e-07,0.525
O=C(CCC1=CC=CC=C1)NC(=O)C(C(=O)(C))CCC=CC2=CC=C(C(=C))C=C2,2.60921841722608E-09,O=C(NNC(=O)CCC=Cc1ccccc1)CCc2ccccc2,1.1440416335501127e-07,0.5
O=C(CC1=CC(C(=O)N)=CC=C1)NC=CC2=CC(C(=O)N)=CC=C2C=CC#C,2.60921841722608E-09,O=C(NCC=CCNC(=O)Cc1cc(ccc1)C(=O)N)c2ccc(cc2)C(=O)N,1.1329868277338134e-08,0.458
O=C(CC1=CC=CC=C1)NCC2CC=CC=C2C=CC3=CC=C(C(=O)O)C=C3,2.60921841722608E-09,[O-]C(=O)c1ccc(cc1)C=CC(=O)NCCNC(=O)Cc2ccccc2,7.629930967206321e-08,0.525
C(N)CC1=CC=CC=C1CC(=C(C(N)))C2=CC3=CC=CC(C(=O)N)=C3S2,2.60921841722608E-09,Brc1c2SC(C(=O)Nc3c(cccc3)CCC[NH3+])=Cc2ccc1,9.18652303100925e-08,0.382
CC(C)C1=CC=CC=C1N2CCCC(C3=CC(C(=O)C(=O)(N))=CC=C3)C(=O)2,2.60921841722608E-09,O=C(OC1C(=O)N(c2c(cccc2)C)CCC1)c3cc(ccc3)C4CC4,5.444018486747391e-08,0.435
C#CC1=CC=CC=C1NC(=O)NC(C(C(=O)N))CC2=CC(C(C(=O)(N)))=CC=C2,2.60921841722608E-09,O=C(Nc1c(C#C)cccc1)NC(Cc2ccccc2)Cc3ccccc3,8.221553633357176e-09,0.647
NC1=CC(C(=O)N)=CC=C1CCCCCC=CC2=CC3=CC=CC=C3C(=O)2,2.60921841722608E-09,O=C1OC(C(=O)NCC=CCNC(=O)c2cc(N)c(cc2)CCCC)=Cc3c1cccc3,7.556203401040325e-09,0.432
CC1=CC=CC=C1C2=CC=C(C(=O)N)C=C2CC(=O)NC3CC(=N)NC(=N)C3,2.65363072008842E-09,O=C(N1CCC(NC(=O)Cc2ccccc2)CC1)c3c(ccc(c3)C(=O)N)C,5.21245742687632e-09,0.392
CC(N)(C)C1=CC(C(=O)N)=C(C(=O)N)C=C1C(C)CCCCCC2=CC=CC=C2,2.65363072008842E-09,O=C(N)c1c(cc(NC(CCCCc2ccccc2)C)cc1)C,8.881597064258669e-08,0.467
C(C(=O)N)C(CC1=CC(C(=O)N)=CC=C1)C(=O)CNC(=O)C2=CC=CC(F)=C2,2.65363072008842E-09,Fc1cc(ccc1)C(=O)NCC(=O)NCc2cc(ccc2)C(=O)N,5.1752274145034865e-08,0.615
NCC1=CC=CC=C1NCCNC2=NC=CC=C2C(N)=CC3=CC=CC(=O)3,2.65363072008842E-09,O=C(NCc1c(NCCOC)cccc1)c2c(nccc2)NC(C)C,2.1362580461703596e-07,0.342
CCC1=CC=CC=C1C=C(C)CC2=CC=CC=C2CC(C(=O)(N))(N)N,2.65363072008842E-09,O=C(OCC(=Cc1c(cccc1)COC)C)Cc2c(cccc2)CC,3.666193129637751e-07,0.455
C(C(=O)N)=C(C(=O)C1=CC=CC(C(C(N)))=C1)N2CCCC(C3=CC=CC=C3)C2,2.65363072008842E-09,O=C(N1CC(c2ccccc2)CCC1)c3cc(ccc3)CC[NH3+],8.586792429037428e-08,0.707
O=C(CC1=CC(N)=CC=C1)NCC2=CC=CC=C2C3CC(C)CCC3,2.65363072008842E-09,O=C(NCc1c(cccc1)C2CCC2)Cc3cc(N)ccc3,6.126747008126378e-08,0.824
CC(N)(C)C1=CC=CC=C1CCCCCC2=CC(C(=C)N)=CC=C2Br,2.69879897830984E-09,Brc1c(cc(cc1)C(=O)NCCc2c(cccc2)C(F)(F)F)CC,5.405134547940605e-07,0.387
O=C(CC1=CC(C(=O)N)=CC=C1)C(=C)C=CC=CCC2=CC=C(N)N=C2,2.69879897830984E-09,O=C(N)c1cc(ccc1)CC(=O)NCc2cnc(N)cc2,2.0653497658821164e-07,0.542
CC(=C(=N))C1=CC=CC(C(=O)N)=C1CCNC(=O)CC2=CC3=CC=CC=C3S2,2.69879897830984E-09,S1c2c(cccc2)C=C1CC(=O)NCCNC(=O)c3c(c(ccc3)C(=O)N)C,2.0453924147377183e-08,0.613
CC1=CC=CC(C(=O)N)=C1CC(=O)CCC2=CC3=CC(Cl)=CC=C3C(=N)2,2.69879897830984E-09,Clc1c(ccc(Cl)c1)CC(=O)COc2c(cccc2C)C(=O)N,1.331718053230139e-07,0.397
CC(N)(C)C1=CC=CC=C1CCCC(=O)C(C2)CC3=CC(N)=CC=C32,2.69879897830984E-09,Brc1cc2c(cc1)CC(C(=O)NCc3c(cccc3)C(C)(C)C)C2,5.483182152299871e-09,0.4
NC(C(N)(=O))C1=CC=CC=C1NC(=O)NCC2=CC=CC3=CC=CC=C32,2.69879897830984E-09,FC(F)c1c(NC(=O)NCc2c3c(ccc2)cccc3)cccc1,1.0875561204824821e-07,0.708
CN(CC1=CC(N)=CC=C1)C(=O)CCSC2=CC=CN=C2NC3=CCC(=O)C=C3,2.69879897830984E-09,S(c1ncccc1)CCC(=O)N(Cc2cc(N)ccc2)C,2.8461945074632267e-07,0.551
O=C(NCC=CC1=CC=C(N)C=C1)CNC2=CC(=O)C3=CC=C(C(=O)O)C=C3C(=C)2,2.69879897830984E-09,O=C1NNC(=O)c2c1cc(cc2)C(=O)NCC=CCNC(=O)CNC(=O)c3ccc(N)cc3,1.4594043073710918e-08,0.406
O=C(CC1=CC(C(=O)O)=CC(=O)C1)C(=O)C2=CC=CC=C2CC3=CC=CC(C(=O)N)=C3,2.69879897830984E-09,O=C(OCc1cc(ccc1)C(=O)N)c2c(cccc2)Cc3ccccc3,2.504593513241216e-08,0.438
O=C(CC1=CC(C(=O)O)=CC=C1)CC(=N)C2=CC=CC(=C2)CC3=CC=CC=C3,2.69879897830984E-09,[O-]C(=O)c1cc(ccc1)CNC(=O)c2cc(ccc2)Cc3ccccc3,1.8484016003142754e-08,0.553
CC(C)(N)C1=CC=CC=C1CCCCCC2=CC3=CC=C(N)C=C3C2,2.69879897830984E-09,[NH+]1(Cc2c(cccc2)C(C)(C)C)Cc3c(ccc(N)c3)CC1,2.247211062304602e-07,0.355
NC(=O)C1=CC=C(C(=O)N)C=C1CC(=O)NC=CC2=C(C(=O))C3=CC=CC=C3S2,2.69879897830984E-09,ClC=1c2c(SC1C=CC(=O)OCc3c(cccc3)C(=O)N)cccc2,5.6309243537968836e-08,0.4
CC1=CC=C(N)C=C1NC(=O)CCCC2=CC(C(=O)N)=C(C)C(=O)C2=C,2.69879897830984E-09,O=C(Nc1c(ccc(N)c1)C)CCCc2cc(c(cc2)C)C,1.203460892404676e-07,0.544
CC(=O)C1=CC(C(=O)C(C(C(=O)C)))=CC=C1CC(C)CNC(=O)C2=CC=C(C)C=C2F,2.74473605923719E-09,Fc1c(ccc(c1)C)C(=O)NCC(CNC(=O)c2cc(F)c(cc2)C(=O)C)C,9.663652860855617e-08,0.632
O=C(CC1=CC=CC=C1)NCC=CC2=C(C(=C)N)C=CC=C2CCC=CF,2.74473605923719E-09,O=C(N)c1c(cccc1)CCC(=O)NCC=CCNC(=O)CCNC(=O)Cc2ccccc2,1.787048067207503e-08,0.484
CCC1=CC=CC(C(=O)C)=C1C(=O)C(=O)NC(=O)C2[NH1]C3=CC=CC=C3[NH1]2,2.74473605923719E-09,O=C(NNC(=O)C1C(=O)Nc2c(cccc2)C1=O)c3c(cccc3CC)CC,4.0860975120705305e-08,0.381
CC(CC1=CC=C(C(N))C=C1N)CCC2=CC(C(C(C(C))))=CC=C2Br,2.74473605923719E-09,Brc1c(N)cc(cc1)C(=O)NCC(CNC(=O)c2ccc(cc2)CCCC)C,1.9444039222013203e-08,0.391
CC(CC1=CC=CC=C1N)C(C)CCCNC(=O)C2=CC(N)=CC=C2,2.74473605923719E-09,O=C(NCCCCNC(=O)c1cc(N)ccc1)c2c(cccc2)CC(C)C,1.2447785150583495e-07,0.63
C(=O)(CC1=CC(C(=O)N)=CC=C1)N(C(=O)C)CCC(C)NC2=CC=CC=C2C(=O)C,2.74473605923719E-09,O=C(N)c1cc(ccc1)CC(=O)Nc2c(cccc2)C(=O)C,3.149523704937078e-07,0.569
FC1=CC=C(C(=O)N)C=C1CCCC2=CC=CN=C2C=CC=CC3=CC=CN=C(N)3,2.74473605923719E-09,Fc1c(cc(cc1)C(=O)N)C(=O)NCCCCNC(=O)c2c(nccc2)N,1.2239453674810362e-07,0.446
CC(CC1=CC=CC(C(=O)N)=C1F)CCCC(=O)NCC2=CC=CC(N)=N2,2.74473605923719E-09,O=C(N)c1c(cccc1)CCC(=O)NCc2nc(N)ccc2,3.6925673166338796e-08,0.593
C(C(=O)N)=C(CC1=CC(C(=O)N)=CC=C1)CC=CC=CC2=CC=CC=C2F,2.74473605923719E-09,O=C(N)c1c(cccc1)CCC(=O)NCc2nc(N)ccc2,3.6925673166338796e-08,0.593
CC(N)(C)C1=CC=CC=C1CCC=CC(=O)C(=O)C=CC2=CC=CC(C(=O)N)=C2,2.74473605923719E-09,O=C(N)c1cc(NCc2c(cccc2)C(C)(C)C)ccc1,1.866436868034807e-07,0.41
CC(CC1=CC=CC(C(=O)N)=C1)NC(=O)NC(=O)CC(N)C2=CC=CC=C2,2.74473605923719E-09,O=C(N)c1cc(ccc1)CC(=O)NC(CNC(=O)CC(c2ccccc2)C)C,1.3873481875084242e-08,0.508
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)CSC=CCNCC2=CC=CC=C2,2.74473605923719E-09,S(Cc1ccccc1)CC(=O)NCC=CCNC(=O)Cc2cc(ccc2)C(=O)N,3.950468696913859e-08,0.431
O=C(CNC1=CC=CCC1)NC(=O)CCCC(=O)CC2=CC=CC(C(=O)N)=C2Cl,2.74473605923719E-09,Clc1c(Cl)cccc1CC(=O)NCCNC(=O)CCCC(=O)NCc2ccccc2,6.024207140153831e-08,0.352
O=C(CC1=C(N)C=CC=C1)NCCCC2=CC=CC3=C2CC(C)C=C3,2.74473605923719E-09,O=C(NCCCc1c(N)cccc1)Cc2c(N)cccc2,4.2676205429835293e-07,0.6
O=C(CCC1=CC(C(=O)N)=CC=C1)NC(C)C=CC2=CC=C(C(=C)C)C=C2,2.74473605923719E-09,O=C(N)c1cc(ccc1)CCNC(=O)CC=Cc2ccc(cc2)C(C)C,1.410962664346522e-08,0.485
NC1=CC(C(=O)N)=CC2=C1CCN2CCCC(=O)CC3=CC(N)=CC(C(N))=C3,2.74473605923719E-09,O=C(NCCCN1c2c(cccc2)CC1)Cc3cc(OC)cc(N)c3,1.6584521607389992e-07,0.333
O=C(CC1=CC=CC=C1)NCC=CC2=CN=CC(=C2)CCC(=C)C(=C(N)(N)),2.79145504923635E-09,Brc1cncc(c1)CCC(=O)NCC=CCNC(=O)CCNC(=O)Cc2ccccc2,1.3412982852910454e-08,0.523
CN(CC1=C(N)C=CC=C1)C(=O)CC=CC2=CC=CN=C2NC3=CC(N)=CC=C3,2.79145504923635E-09,Ic1cc(Nc2ncccc2C(=O)N(Cc3c(N)cccc3)C)ccc1,1.0,0.551
O=C(C1=CC=CC=C1)CC2CCC(C3=CC=C(C(=O)C(C(=O)N))C=C3)C2,2.79145504923635E-09,O=C(N)CN(c1ccccc1)CC(=O)c2ccc(cc2)C3CC3,2.6603842787697305e-07,0.49
CCC1=C(N)C(N)=C(C(=O)N)C=C1CCCC2=CC3=CC=CC=C3[NH1]2,2.79145504923635E-09,O=C(NCCCCNC(=O)CCC=1Nc2c(cccc2)C1)c3c(N)c(ccc3)CC,4.919707539022397e-08,0.478
CC1=CC=CC=C1NCC2=CC=CC=C2C=CC=C(N)C=C(N)CCl,2.79145504923635E-09,Clc1c(cccc1)C=CC(=O)Nc2c(NCc3c(cccc3)C)cccc2,3.950468696913859e-08,0.387
CN(CC1=CC=C(C(=O)C)C=C1)N2CCCC(C3=CC=CC(C(=O)(O))=C3)C(=O)2,2.79145504923635E-09,O=C(N(C1CN(C(=O)Cc2ccc(cc2)C(=O)C)CCC1)C)c3cc(ccc3)C4CC4,3.978887930830501e-09,0.432
O=C(CC1=CC=CCC1)NCC(=O)C=CC=C(C)C=CC2=CC=CC=C2,2.79145504923635E-09,O=C(NCCNC(=O)CC1=CCCC1)C=Cc2ccccc2,1.774284064318968e-07,0.422
CC1=C(C(=O)N)C=CC=C1CCCCCC=CC=C2CCCC(C(=O)O)=C2,2.79145504923635E-09,O=C(NCC=CCNC(=O)C1=CCCC1)c2c(c(ccc2)C(=O)N)C,3.172181029362035e-08,0.366
O=C(CCCC=C(N)CC1=CC=CC=C1F)CCC2=CC=CC(C(=C)N)=C2Cl,2.83896925742022E-09,Clc1c(F)cccc1CCC(=O)NCCCCNC(=O)Cc2c(F)cccc2,6.666228587545246e-08,0.429
C=C(CC1=CC=CC(C(=C(C(=O)N))N)=C1)N2CCN(CC3=CC(N)=CC=C3)C2,2.83896925742022E-09,O=C(N1CC[NH+](Cc2cc(N)ccc2)CC1)Cc3ccccc3,5.6309243537968836e-08,0.508
C=CC1=C(C(=O)N)C=CC=C1CCC(=C)C=CC2=CC3=CC=CC=C3[NH1]2,2.83896925742022E-09,O=C(N)c1c(cccc1)CCC(=O)NCC=2Nc3c(cccc3)C2,1.9118615434800554e-08,0.446
O=C(CC1=CC=CC=C1)NCC2=CC=CC(C(=O))=C2C3CCCC(C)C3,2.83896925742022E-09,O=C(NCCNC(=O)CC1CC(CCC1)C)Cc2ccccc2,9.342889642716196e-08,0.5
C=C(CC1=C(O)C=CC(C(=O)N)=C1)NC(=O)C2=CC=CC=C2[NH1]CC=CC=C,2.83896925742022E-09,Fc1c(ccc(c1)C(=O)N)CNc2c(cccc2)C(=O)NCC=C,2.529031392181985e-07,0.441
O=C(C1=CC(C(=O)N)=CCC1)C(=C)C2=CC=CN=C2CC3=CC=CC=C3,2.83896925742022E-09,O=C(N1CCN(C(=O)C2=CCC2)CC1)c3c(nccc3)CC,4.056912532995847e-07,0.354
C#CC(=O)NC1=CC=CC=C1CCN2CCC3=CC(N)=C(C(=C)N)C=C23,2.83896925742022E-09,O=C(Nc1c(cccc1)CCC(=O)N)c2c(N)cc3c(c2)CCCC3,4.967710225537015e-07,0.42
O=C(NC(=O)C1=CC=CC=C1)CCCC=C2CCC=C(C(=O)N)C(=N)2,2.83896925742022E-09,O=C(NC(=O)COC(=O)CCCC=C)c1ccccc1,5.188398501862559e-06,0.393
O=C(CC1=CC=C(N)C=C1)NCC2=CC=CC=C2C3=CC(C)CC(=O)N3,2.83896925742022E-09,O=C(NCc1c(c2ccccc2)cccc1)Cc3ccc(N)cc3,1.3873481875084242e-08,0.564
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C(=O)CC=CC(Cl)=CNC,2.83896925742022E-09,O=C(NCC=CC(=O)NC)c1c(cccc1)CCc2ccccc2,8.443080184870419e-08,0.361
CC1=CC=CC=C1NC(=C(=N))CC=CC2=C(C(=O)N)C=CC3=C2C=CC=C3F,2.88729221944018E-09,Fc1c2c(c(cc1)C(=O)Nc3c(cccc3)C)cccc2,4.72243623145164e-07,0.45
CCC1=CC(N)=C(C(=C)N)C=C1CC(=C)NC(=O)C2=CC(N)=CC=C2,2.88729221944018E-09,O=C(NCCNC(=O)c1cc(c(cc1)CC)CC)c2cc(N)ccc2,4.371484371119651e-08,0.491
O=C(NCC1=CC=CC=C1)NCC(=O)C(=N)[CH1]C=CC2=CC=CC(C(=C)C)=C2,2.88729221944018E-09,O=C(NCc1cc(ccc1)C(=O)C)NCc2ccccc2,1.6306955934488175e-07,0.473
C(C(=O)O)CC1=CC(N)=CC=C1CC=CC2=CC=CC=C2C=CC3=CC=CC(=O)3,2.88729221944018E-09,Brc1c(cccc1)C=CC(=O)NCc2c(cc(N)cc2)C([O-])=O,6.779696498481721e-08,0.315
O=C(CC1=CC=C(N)C=C1)NCC2(C3=CC(C(=O)N)=CC=C3)CCCO2,2.88729221944018E-09,O=C(NCC1(OCCOC1)c2ccccc2)Cc3ccc(N)cc3,1.331718053230139e-07,0.607
O=C(NC(=O)CCCC1=CC=CC(C(=O)N)=C1)C=CC2=CC(C(N)(=O))=CCC(=O)2,2.88729221944018E-09,O=C1N=CNC=C1C=CC(=O)NCCc2cc(ccc2)C(=O)N,8.732950843165047e-08,0.425
CC1=C(C(=O)N)C=CC=C1CCC(C)CCNC(=O)C2=CC(N)=CC(N)=C2,2.88729221944018E-09,O=C(NC(CCNC(=O)c1c(c(ccc1)C(=O)N)C)C)c2cc(N)cc(c2)C,2.705667491374261e-07,0.583
CC(=O)C1=C(N)C=CC=C1CCNC2=CC=CC=C2C3=CC(N)=CC3,2.88729221944018E-09,O=C(NCCNC(=O)Cc1c(NC(=O)C)cccc1)c2c(N)cccc2C,1.6034035719839377e-07,0.348
O=C(CC1=CC=CC(C(=O)N)=C1Cl)CC(=C(=N))CCCC2=CC=C(C(=O)(O))C=C2,2.88729221944018E-09,Clc1ccc(cc1)CCCC(=O)NCCNC(=O)CCc2c(cccc2)C(=O)N,3.33693783557396e-08,0.388
O=C(CC1=CC=CC=C1)NCCC(C(=O)C(N))CC2=CC(C(=C)N)=CC=C2,2.88729221944018E-09,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)Cc2ccccc2,3.6307669249047665e-08,0.528
CC(N)(C)C1=CC=CC=C1CCCC(C)(C)CC2=CC(C(N)(N))=CC=C2CC,2.88729221944018E-09,[NH2+](Cc1c(cccc1)CC)CC(CCCc2ccccc2)(C)C,1.1440416335501127e-07,0.362
O=C(CCCC1=CC=CC=C1)N(C(=O)C(N))C(=O)CCC(=O)CC2=CC=C(N)S2,2.93643770134205E-09,S1C(=CC=C1C)CC(=O)N(CCN(C(=O)CCCc2ccccc2)C)C,4.837369201753731e-08,0.45
O=C(NC1=CC=CC=C1N)NCC2C(C3=CC=CC(C(=O)O)=C3)CCC2,2.93643770134205E-09,O=C(Nc1c(N)cccc1)c2cc(ccc2)C3CCC3,3.989014303322279e-07,0.517
CC(CC1=CC=CC(C(=O)N)=C1)C(=C)C(=O)CCC(C)=CC2=CC=CC=C2,2.93643770134205E-09,O=C(N)c1cc(ccc1)C[NH2+]CC(=Cc2ccccc2)C,1.2447785150583495e-07,0.544
CC1=C(C(=O)N)C=CC=C1CC(C)CCC=CC=CC2=CC=CC=C2,2.93643770134205E-09,O=C(NCC(CNC(=O)C=CC=Cc1ccccc1)C)c2c(c(ccc2)C(=O)N)C,1.1918319218472259e-08,0.516
NC1=CC(=O)CC=C1C(=O)C2=CC=CC=C2CCNC3=NC(N)=CC=C3,2.93643770134205E-09,O=C(Nc1nc(N)ccc1)c2c(cccc2)CCC,1.1168598953760919e-06,0.443
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2N3CC(=N)CC(N)C3,2.93643770134205E-09,O=C(Nc1c(N2CC([NH3+])C2)cccc1)CCNC(=O)Cc3ccccc3,1.7445888845670106e-07,0.492
NC1=CC=C(N)C=C1CCC=C(CCCC2=CC=CC3=CC=CC=C3)C2,2.93643770134205E-09,Fc1c(cc(N)cc1)CNC(=O)C=CC=Cc2ccccc2,2.0307831856022632e-07,0.338
O=C(CCCCC1=CC(C(=O)N)=CC=C1)CCC(=O)NC(=O)C(N)2C=CC=C2,2.93643770134205E-09,O=C(NC(=O)CC[NH2+]CCc1cc(ccc1)C(=O)N)N,3.7285965216076614e-07,0.466
CC(C(=O)C1=CC(C(=O)N)=CC=C1)N2CCCC(C3=C(C(=O)C)C=CC=C3)C2,2.93643770134205E-09,O=C(Nc1cc(ccc1)C(=O)N)c2c(cccc2)C3CCCC3,4.445892740524959e-08,0.452
O=C(CCC1=CC=CC(C(=O)N)=C1F)CC=CC=C(C(=N))C2=CC=CC=C2,2.93643770134205E-09,Fc1c(cccc1C(=O)N)C(=O)NCC=CCNC(=O)c2ccccc2,4.837369201753731e-08,0.41
C(C(C(=O)N))CC1=CC=CC=C1CC(=O)CC2=NC=CC=C2C=C(C)C3=CC=CO3,2.93643770134205E-09,O=C(Nc1c(cccc1)CCC(=O)N)C=C(C=2OC=CC2)C,4.4141379216012356e-07,0.435
O=C(OCC1=CC(C(=O)N)=CC=C1)NC(=O)C=CC(=O)C(N)CC2=CC=CC=C2,2.93643770134205E-09,O=C(OCc1ccccc1)NC(C(=O)OCc2cc(ccc2)C(=O)N)Cc3ccccc3,9.410101355195093e-09,0.559
O=C(CC=CC1=CC(C(=O)N)=CC=C1CC(=O)C)C=CC2=CC3=CC=CC=C3[NH1]2,2.93643770134205E-09,O=C(N)c1cc(NC(=O)C=2Nc3c(cccc3)C2)c(cc1)C[NH+](C)C,1.354385632577588e-07,0.389
O=C(CC1=CC=C(C)C=C1)NCC2=CC=CC=C2CC3=CC(C(C(N)))CCC3,2.93643770134205E-09,O=C(NCc1c(cccc1)COC2CCCCC2)Cc3ccc(cc3)C,3.4181510395981035e-09,0.524
C(=O)(CCC1CCCC1)NC2=CNC3=CC=C(C(=O)C(C(=O)(O)))C=C3C2=C,2.98641970348775E-09,BrC=1C(=O)c2c(NC1)ccc(NC(=O)CCC3CCCC3)c2,5.088612586911091e-08,0.478
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)CC(=N)CCCC2=CC=CC(C)=C2,2.98641970348775E-09,O=C(N)c1cc(ccc1)CC(=O)NCCCc2cc(ccc2)C,1.1248944616653033e-07,0.561
CN(CC1=CC=CC(C(=O)C(N))=C1C)C(=O)CCCC(N)=CC2=CC=CC=C2,2.98641970348775E-09,O=C(N(CCN(C(=O)CCCC(=O)c1ccccc1)C)C)c2c(c(ccc2)CO)C,4.371484371119651e-08,0.433
CC1=C(C(=O)N)C=CC=C1CCCCCCSC2=C(N)C3=CC=CC=C3C2,2.98641970348775E-09,O=C(NCCCCCCNC(=O)c1cc2c3c(cccc3)Cc2cc1)c4c(c(ccc4)C(=O)N)C,7.948657655044036e-09,0.426
CC1=CC(C(=O)C(C(=O)N))=CC=C1CCN(C)C2=CC3=CC(C)=CC=C3CC(=O)2,2.98641970348775E-09,O=C(N(CCN(C(=O)CCC(=O)c1cc(c(cc1)C)C)C)C)CCc2c(cc(cc2)C)C,4.837369201753731e-08,0.391
O=C(NC1CCC(N)CC1)CCN2CC3=CC=CC(C(=C(N))(N))=C3C2,2.98641970348775E-09,O=C(OC)c1c2c(ccc1)C[NH+](C2)CCC(=O)NC3CC3,1.1168598953760919e-06,0.627
CC1=CC=C(C(=O)O)C=C1CCCC=CC2=CC3=CC(N)=CC=C3C(=N)2,2.98641970348775E-09,O=C(Nc1c(ccc(N)c1)C)CCCc2c(ccc(c2)C)C,1.203460892404676e-07,0.333
O=C(C1=CC=CC=C1)NCCCC2=CC(C(=O)N)=C(N)C(=O)C2=CC,2.98641970348775E-09,O=C(NCCCCNC(=O)c1ccccc1)c2ccc(cc2)C(=O)N,2.0307831856022632e-07,0.471
O=C(CCC1=C(C(=O)C(C(C)))C(N)=CC(N)=C1)NC2CCCC3=CC=CC=C32,2.98641970348775E-09,O=C(NC1c2c(cccc2)CCC1)CNC(=O)CCc3c(N)cccc3,3.6307669249047665e-08,0.597
CC1=CC=CC=C1C(N)CC=CC=CC2=CC=CC3=C2C=CC(C(=O)O)=C3,2.98641970348775E-09,O=C(NC(c1c(cccc1)C)c2c(cccc2)C)C=Cc3c4c(ccc3)cccc4,4.955099369734089e-09,0.406
C#CC1=CC=C(C(=O)N)C=C1CCNC(=O)C2(N)CC3=CC=CC=C3C2,2.98641970348775E-09,O=C(NCCNC(=O)C1(Cc2c(cccc2)C1)C)c3cc(c(C#C)cc3)C,3.33693783557396e-08,0.469
C(N)#CC1=CC=CC=C1CC(=C2)C=CC3=CC=CC(C(=C(N))N)=C32,2.98641970348775E-09,Brc1cc2c(cc1)cccc2C(=O)Nc3c(cccc3)Cc4ccccc4,3.304693205036462e-09,0.333
CCC1=CC=CC(C(=O)C)=C1CCC(=O)C=CC2=CC3=CC=CC=C3C(=O)2,2.98641970348775E-09,O=C1OC(C(=O)NCC=CCNC(=O)c2c(cccc2)CC)=Cc3c1cccc3,5.1752274145034865e-08,0.357
CC=CC1=C(C(=O)NC(=O)C(=O)CC2=CC=CC(N)=C2)C=C(C)C=C(N)1,3.03725246454359E-09,O=C(Nc1cc(cc(c1)C)C)Cc2cc(N)ccc2,7.080881444127068e-07,0.439
CCC1=CC=C(C(=O)N)C=C1CC(C)C2=C(C(=O)N)C3=CC=CC=C3[NH1]2,3.03725246454359E-09,O=C(OC(C(=O)C=1c2c(NC1C)cccc2)C)c3cc(c(cc3)CC)CC,3.819341775176634e-08,0.5
O=C(CCC1=CC=CC=C1)NC(=O)CCC(=C)C=CC=C2CCC(=O)CC2,3.03725246454359E-09,O=C(NC1CCC(=O)CC1)CCc2ccccc2,6.618615004839549e-07,0.453
O=C(CC1=CC=CC(=O)C1)NCCCC2=CC=CC3=C2C=C(C(=O)O)C(N)=C3,3.03725246454359E-09,O=C(NCCCCNC(=O)Cc1c2c(ccc1)cccc2)c3c(N)cc4c(c3)cccc4,1.2537333137184442e-08,0.429
CC1=CC=C(C(=O)O)C=C1C2=CC(C(=O)O)=C(C3=CC=C(N)C(=C3)CC=C)C2,3.03725246454359E-09,O=C(OCc1c(cccc1)CC=C)c2cc(c3ccccc3)c(cc2)C,2.3809325856381848e-08,0.371
CC(N)(C)C1=CC=CC=C1CNC(=O)CC2CCC3=CC=CC=C3C2,3.03725246454359E-09,O=C(NCc1c(cccc1)C(C)(C)C)CC2Cc3c(cccc3)CC2,1.4842452734127424e-08,0.833
O=C(NCC=C1C=CC(N)=C1)CCCCC=CC2=CC=CC(C(=O)N)=C2,3.03725246454359E-09,O=C(NCCCCC(=O)NCC=CCNC(=O)Cc1cc(ccc1)C(=O)N)N,1.3094298482212222e-07,0.433
CC1=CC=CC=C1C(=O)NCCC(=N)C2=CC3=CC(C(C(=O)N))=CC=C3C(=O)C2,3.03725246454359E-09,O=C(NCCNC(=O)c1ccc(cc1)CC(=O)N)c2c(cccc2)C,6.024207140153831e-08,0.508
